symbol,_id,company,dividend_startyear,exchange,group,groupcode,index_stockid,industry,industrycode,mktcap_norm_cny,pchange_12w,pchange_ytd,price,sector,sectorcode,share_percentage,shares,value,position,change,share_change,impact,abs_impact,split_factor,price_max,price_min,price_avg,change_from_average,portdate,action,comment,oid,address,business_scope,chairman,city,descrpt,email,main_business,manager,province,reg_capital,secretary,setup_date,website
IRDM,2021Q1_961892,铱星通讯,0,NAS,通信,30810,-,电信服务,30810010,31965804000,-10.81,-5.81,$37.04,通信服务,308,7.76,10355147,427150000,0.85,48.56,3384917,0.28,0.28,1,54.37,36.78,43.83,-15.49,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 48.56 %,2021Q1_961892,,,,,,,,,,,,,
SCHW,2021Q1_961936,嘉信理财,1989,NYSE,资本市场,10330,-,资本市场,10330010,860440224000,7.98,33.69,$70.55,金融服务,103,0.04,714287,46557000,0.09,46.91,228086,0.03,0.03,1,67.65,51.54,60.6,16.42,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 46.91 %,2021Q1_961936,,,,,,,,,,,,,
DOCU,2021Q1_962000,DocuSign Inc,0,NAS,软件,31110,-,软件应用,31110020,348703364000,18.79,24.61,$277.01,科技,311,1.64,3197720,647378000,1.29,46.68,1017699,0.41,0.41,1,265.16,192.84,232.4,19.2,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 46.68 %,2021Q1_962000,,,,,,,,,,,,,
BEKE,2021Q1_962059,贝壳,0,NYSE,房地产,10410,-,房地产服务,10410020,300290889000,-23.89,-36.63,$39.00,房地产,104,0.81,9592049,546555000,1.09,44.5,2953956,0.34,0.34,1,76.69,47.08,62.93,-38.03,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 44.50 %,2021Q1_962059,,,,,,,,,,,,,
BYDDY,2021Q1_962036,比亚迪,2020,OTCPK,汽车和配件,10200,-,汽车制造,10200020,508621934000,22.11,4.29,$54.99,周期性消费,102,0.09,1234435,53408000,0.11,42.8,370008,0.03,0.03,1,70.6,41.69,57.92,-5.06,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 42.80 %,2021Q1_962036,广东省深圳市坪山新区比亚迪路3009号,锂离子电池以及其他电池、充电器、电子产品、仪器仪表、柔性线路板、五金制品、液晶显示器、手机零配件、模具、塑胶制品及其相关附件的生产、销售；3D眼镜、GPS导航产品的研发、生产及销售；货物及技术进出口(不含分销、国家专营专控商品)；作为比亚迪汽车有限公司比亚迪品牌乘用车、电动车的总经销商，从事上述品牌的乘用车、电动车及其零部件的营销、批发和出口，提供售后服务；电池管理系统、换流柜、逆变柜/器、汇流箱、开关柜、储能机组的销售；汽车电子装置研发、销售；新能源汽车关键零部件研发以及上述零部件的关键零件、部件的研发、销售；轨道交通运输设备(含轨道交通车辆、工程机械、各类机电设备、电子设备及零部件、电子电气件、轨道交通信号系统、通信及综合监控系统与设备)的研发、设计、销售、租赁与售后服务(不涉及国营贸易管理商品，涉及配额、许可证管理及其他专项管理的商品，按国家有关规定办理申请)；轨道梁柱的研发、设计、销售；自有物业租赁(物业位于大鹏新区葵涌街道延安路一号比亚迪工业园内及龙岗区龙岗街道宝龙工业城宝荷路3001号比亚迪工业园内)；广告设计、制作、代理及发布；信息与技术咨询、技术服务。,王传福,深圳市,比亚迪是一家致力于“用技术创新，满足人们对美好生活的向往”的高新技术企业。比亚迪成立于1995年2月，经过20多年的高速发展，已在全球设立30多个工业园，实现全球六大洲的战略布局。比亚迪业务布局涵盖电子、汽车、新能源和轨道交通等领域，并在这些领域发挥着举足轻重的作用，从能源的获取、存储，再到应用，全方位构建零排放的新能源整体解决方案。比亚迪是香港和深圳上市公司，营业额和总市值均超过千亿元。,db@byd.com,"包含传统燃油汽车及新能源汽车在内的汽车业务,手机部件及组装业务,以及二次充电电池及新能源业务",王传福,广东,286114.29,李黔,19950210,www.byd.com
DE,2021Q1_961866,迪尔股份有限公司,1987,NYSE,农用和重型工程机械,31050,-,农用和重型工程机械,31050010,698036020000,-9.2,29.31,$346.10,工业,310,0.11,354282,132551000,0.26,42.71,106034,0.08,0.08,1,380.41,267.64,327.94,5.54,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 42.71 %,2021Q1_961866,,,,,,,,,,,,,
NTDOY,2021Q1_962044,Nintendo Co Ltd,2016,OTCPK,交互式媒体,30830,-,电子游戏和多媒体,30830020,438390309000,-5.06,-9.66,$71.15,通信服务,308,0.66,6252905,442706000,0.88,41.5,1833774,0.26,0.26,1,81.6,68.49,75.62,-5.91,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 41.50 %,2021Q1_962044,,,,,,,,,,,,,
TSLA,2021Q1_961948,特斯拉,0,NAS,汽车和配件,10200,-,汽车制造,10200020,4049326363000,-11.94,-7.8,$650.60,周期性消费,102,0.6,5785523,3864324000,7.68,39.94,1651297,2.19,2.19,1,883.09,563.0,754.2,-13.74,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 39.94 %,2021Q1_961948,,,,,,,,,,,,,
AVAV,2021Q1_961845,AeroVironment公司,0,NAS,航空航天和国防,31010,-,航空航天和国防,31010010,15049284000,-13.9,8.1,$93.94,工业,310,2.26,560739,65079000,0.13,37.87,154013,0.04,0.04,1,137.94,85.93,117.17,-19.83,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 37.87 %,2021Q1_961845,,,,,,,,,,,,,
GH,2021Q1_961876,Guardant Health Inc,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,74284752000,-28.63,-11.84,$113.62,医疗保健,206,0.7,703250,107351000,0.21,30.1,162713,0.05,0.05,1,179.1,127.04,151.58,-25.04,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 30.10 %,2021Q1_961876,,,,,,,,,,,,,
TEAM,2021Q1_961977,Atlassian Corporation PLC,0,NAS,软件,31110,-,软件应用,31110020,419326737000,8.46,10.9,$259.36,科技,311,0.11,285226,60114000,0.12,30.04,65890,0.03,0.03,1,258.41,204.43,232.99,11.32,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 30.04 %,2021Q1_961977,,,,,,,,,,,,,
NET,2021Q1_962061,Cloudflare Inc,0,NYSE,软件,31110,-,软件基础构架,31110030,206051039000,31.48,35.11,$102.67,科技,311,0.3,942466,66218000,0.13,30.01,217526,0.03,0.03,1,93.46,61.77,77.22,32.96,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 30.01 %,2021Q1_962061,,,,,,,,,,,,,
CRWD,2021Q1_962021,CrowdStrike Holdings Inc,0,NAS,软件,31110,-,软件基础构架,31110030,363714045000,16.99,17.69,$249.30,科技,311,0.15,334124,60981000,0.12,30.01,77122,0.03,0.03,1,242.42,173.85,212.06,17.56,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 30.01 %,2021Q1_962021,,,,,,,,,,,,,
IOVA,2021Q1_961891,Iovance Biotherapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,22265211000,-25.96,-51.44,$22.53,医疗保健,206,12.91,19726650,624546000,1.24,28.95,4428828,0.28,0.28,1,52.59,28.67,41.55,-45.78,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 28.95 %,2021Q1_961891,,,,,,,,,,,,,
SPCE,2021Q1_962027,维珍银河,0,NYSE,航空航天和国防,31010,-,航空航天和国防,31010010,49385074000,37.64,33.75,$31.74,工业,310,0.72,1727671,52919000,0.11,28.38,381878,0.02,0.02,1,59.41,23.21,37.92,-16.3,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 28.38 %,2021Q1_962027,,,,,,,,,,,,,
TMO,2021Q1_962049,赛默飞世尔,2012,NYSE,医疗诊断和研究,20660,-,诊断和研究,20660010,1307356759000,4.12,10.57,$514.48,医疗保健,206,0.06,241791,110349000,0.22,27.08,51522,0.05,0.05,1,518.83,439.85,477.79,7.68,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 27.08 %,2021Q1_962049,,,,,,,,,,,,,
FSLY,2021Q1_962060,Fastly Inc,0,NYSE,软件,31110,-,软件应用,31110020,36737170000,-30.85,-43.8,$49.10,科技,311,1.24,1433563,96450000,0.19,25.9,294907,0.04,0.04,1,117.86,62.05,86.21,-43.05,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 25.90 %,2021Q1_962060,,,,,,,,,,,,,
CSTL,2021Q1_961862,Castle Biosciences Inc,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,10520426000,-4.74,-3.29,$64.94,医疗保健,206,10.36,2597288,177810000,0.35,25.56,528696,0.07,0.07,1,97.33,58.92,75.49,-13.98,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 25.56 %,2021Q1_961862,,,,,,,,,,,,,
ICE,2021Q1_961885,洲交所,2013,NYSE,资本市场,10330,-,金融数据和交易所,10330020,429314063000,-1.28,2.91,$117.99,金融服务,103,1.0,5617092,627317000,1.25,23.24,1059118,0.24,0.24,1,117.86,109.35,113.41,4.04,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 23.24 %,2021Q1_961885,,,,,,,,,,,,,
XLNX,2021Q1_961962,赛灵思,2021,NAS,半导体,31130,-,半导体,31130020,206202136000,-0.3,-8.51,$129.71,科技,311,0.1,241660,29942000,0.06,17.71,36351,0.01,0.01,1,151.08,112.09,133.51,-2.85,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 17.71 %,2021Q1_961962,,,,,,,,,,,,,
MELI,2021Q1_961906,MercadoLibre Inc,0,NAS,零售,10280,-,网络零售,10280050,486213681000,-5.69,-9.95,$1508.48,周期性消费,102,0.26,128277,188842000,0.38,17.0,18638,0.06,0.06,1,1984.34,1369.54,1700.69,-11.3,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 17.00 %,2021Q1_961906,,,,,,,,,,,,,
YAHOY,2021Q1_962010,Z Holdings Corp,2021,OTCPK,零售,10280,-,网络零售,10280050,261735698000,3.19,-11.21,$10.66,周期性消费,102,0.0,57245,567000,0.0,14.45,7228,0.0,0.0,1,13.72,9.91,12.16,-12.34,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 14.45 %,2021Q1_962010,,,,,,,,,,,,,
HUBS,2021Q1_961881,HubSpot Inc,0,NYSE,软件,31110,-,软件应用,31110020,166257329000,3.72,38.92,$550.72,科技,311,0.35,163219,74136000,0.15,13.94,19969,0.02,0.02,1,543.49,349.99,440.39,25.05,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 13.94 %,2021Q1_961881,,,,,,,,,,,,,
XONE,2021Q1_961870,The ExOne Co,0,NAS,工业制品,31070,-,特种工业机械,31070020,2414600000,-32.92,77.13,$16.81,工业,310,12.05,2676905,83948000,0.17,12.7,301571,0.02,0.02,1,64.5,9.37,31.86,-47.24,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 12.70 %,2021Q1_961870,,,,,,,,,,,,,
BABA,2021Q1_961846,阿里巴巴,0,NYSE,零售,10280,-,网络零售,10280050,3766390937000,-10.18,-7.72,$214.76,周期性消费,102,0.02,590826,133958000,0.27,9.94,53402,0.02,0.02,1,270.83,222.72,245.98,-12.69,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 9.94 %,2021Q1_961846,,,,,,,,,,,,,
CDNA,2021Q1_961860,CareDx Inc,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,26256167000,1.15,7.76,$78.07,医疗保健,206,8.57,4460824,303738000,0.6,9.81,398502,0.05,0.05,1,95.6,57.62,77.83,0.31,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 9.81 %,2021Q1_961860,,,,,,,,,,,,,
API,2021Q1_962058,声网,0,NAS,软件,31110,-,软件应用,31110020,26157108000,-38.32,-11.68,$34.94,科技,311,1.48,1716390,86283000,0.17,9.33,146502,0.01,0.01,1,106.14,37.14,63.77,-45.21,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 9.33 %,2021Q1_962058,,,,,,,,,,,,,
TCEHY,2021Q1_961946,腾讯控股,2009,OTCPK,交互式媒体,30830,-,互联网和相关服务,30830010,4505198574000,-8.93,1.32,$72.63,通信服务,308,0.07,6867476,548025000,1.09,8.61,544292,0.09,0.09,1,99.1,72.85,86.77,-16.3,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 8.61 %,2021Q1_961946,,,,,,,,,,,,,
EVGN,2021Q1_961989,Evogene Ltd,0,NAS,生物科技,20610,-,生物科技,20610010,814227000,-27.7,-34.47,$3.08,医疗保健,206,11.81,4796679,24175000,0.05,4.4,202180,0.0,0.0,1,9.94,4.29,6.24,-50.64,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 4.40 %,2021Q1_961989,,,,,,,,,,,,,
TWST,2021Q1_961955,Twist Bioscience Corp,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,35674565000,-20.51,-20.07,$112.93,医疗保健,206,12.37,6045520,748798000,1.49,2.87,168549,0.04,0.04,1,207.97,105.48,152.11,-25.76,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 2.87 %,2021Q1_961955,,,,,,,,,,,,,
FANDF,2021Q1_961919,Firstrand Ltd,2010,OTCPK,银行,10320,-,多元化银行,10320010,131125858000,5.85,69.9,$3.80,金融服务,103,0.0,13580,30000,0.0,0.0,0,0.0,0.0,1,4.6,2.28,3.1,22.58,2021-03-31T04:00:00Z,{3_not_change},-,2021Q1_961919,,,,,,,,,,,,,
SNOW,2021Q1_962051,Snowflake Inc,0,NYSE,软件,31110,-,软件应用,31110020,480181655000,6.18,-10.8,$251.00,科技,311,0.0,98,22000,0.0,0.0,0,0.0,0.0,1,314.29,208.6,267.41,-6.14,2021-03-31T04:00:00Z,{3_not_change},-,2021Q1_962051,,,,,,,,,,,,,
GMOYF,2021Q1_962002,GMO internet Inc,2019,OTCPK,通信,30810,-,电信服务,30810010,18955391000,-16.02,-3.96,$28.08,通信服务,308,0.0,800,23000,0.0,0.0,0,0.0,0.0,1,35.56,28.05,30.34,-7.45,2021-03-31T04:00:00Z,{3_not_change},-,2021Q1_962002,,,,,,,,,,,,,
LC,2021Q1_961900,LendingClub Corp,0,NYSE,信贷,10360,-,信贷服务,10360010,10108347000,8.8,52.27,$16.08,金融服务,103,7.48,7268414,120074000,0.24,-2.5,-186748,-0.01,0.01,1,21.72,9.5,13.15,22.28,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 2.50 %,2021Q1_961900,,,,,,,,,,,,,
PHR,2021Q1_962026,Phreesia Inc,0,NYSE,医疗机构和服务,20645,-,医疗信息服务,20645030,20633518000,22.85,16.42,$63.17,医疗保健,206,2.53,1276726,66517000,0.13,-3.02,-39770,-0.01,0.01,1,80.61,50.85,63.26,-0.14,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 3.02 %,2021Q1_962026,,,,,,,,,,,,,
SNAP,2021Q1_961939,Snap Inc,0,NYSE,交互式媒体,30830,-,互联网和相关服务,30830010,614062246000,-5.31,20.83,$60.50,通信服务,308,0.2,3173955,165966000,0.33,-4.5,-149548,-0.02,0.02,1,70.45,48.95,57.54,5.14,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 4.50 %,2021Q1_961939,,,,,,,,,,,,,
HUYA,2021Q1_962013,虎牙,0,NYSE,传媒,30820,-,娱乐,30820040,24148353000,-10.42,-20.67,$15.81,通信服务,308,4.65,10988392,214054000,0.43,-5.28,-612601,-0.03,0.03,1,34.01,19.4,25.24,-37.36,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 5.28 %,2021Q1_962013,,,,,,,,,,,,,
ROKU,2021Q1_961935,Roku Inc,0,NAS,传媒,30820,-,娱乐,30820040,347545466000,4.47,22.28,$406.00,通信服务,308,3.77,4997644,1628082000,3.23,-7.05,-379178,-0.33,0.33,1,469.7,300.79,393.18,3.26,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 7.05 %,2021Q1_961935,,,,,,,,,,,,,
PSTI,2021Q1_961932,Pluristem Therapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,777774000,-12.67,-46.39,$3.79,医疗保健,206,11.31,3589322,17121000,0.03,-9.35,-370022,-0.01,0.01,1,8.49,4.48,6.58,-42.4,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 9.35 %,2021Q1_961932,,,,,,,,,,,,,
TWOU,2021Q1_961956,2U Inc,0,NAS,教育,20540,-,教育培训服务,20540010,20474047000,7.2,6.37,$42.56,非周期性消费,205,15.91,11837072,452531000,0.9,-10.74,-1424505,-0.15,0.15,1,55.55,34.21,42.47,0.21,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 10.74 %,2021Q1_961956,,,,,,,,,,,,,
NVTA,2021Q1_961889,Invitae Corp,0,NYSE,医疗诊断和研究,20660,-,诊断和研究,20660010,36319473000,-28.03,-32.77,$28.11,医疗保健,206,12.0,23977808,916192000,1.82,-11.2,-3023330,-0.34,0.34,1,56.93,33.06,45.56,-38.3,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 11.20 %,2021Q1_961889,,,,,,,,,,,,,
PRLB,2021Q1_961933,Proto Labs Inc,0,NYSE,工业制品,31070,-,金属加工,31070030,15145781000,-21.83,-44.85,$84.60,工业,310,13.2,3654854,444978000,0.88,-11.29,-465068,-0.19,0.19,1,251.49,115.19,166.79,-49.28,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 11.29 %,2021Q1_961933,,,,,,,,,,,,,
MTLS,2021Q1_961905,Materialise NV,0,NAS,软件,31110,-,软件应用,31110020,7898063000,-37.59,-61.26,$21.00,科技,311,12.79,7441821,267533000,0.53,-13.1,-1122260,-0.16,0.16,1,80.62,30.25,56.0,-62.5,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.10 %,2021Q1_961905,,,,,,,,,,,,,
PD,2021Q1_962015,PagerDuty Inc,0,NYSE,软件,31110,-,软件应用,31110020,20578516000,-12.54,-8.68,$38.08,科技,311,11.94,9982602,401600000,0.8,-13.55,-1565231,-0.17,0.17,1,56.58,34.08,45.85,-16.95,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.55 %,2021Q1_962015,,,,,,,,,,,,,
EDIT,2021Q1_961869,Editas Medicine Inc,0,NAS,生物科技,20610,-,生物科技,20610010,18413957000,2.46,-40.11,$41.99,医疗保健,206,12.9,8751923,367581000,0.73,-13.57,-1373641,-0.26,0.26,1,90.58,39.71,56.98,-26.31,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.57 %,2021Q1_961869,,,,,,,,,,,,,
CERS,2021Q1_961864,Cerus Corp,0,NAS,生物科技,20610,-,生物科技,20610010,5301143000,-24.57,-30.78,$4.79,医疗保健,206,14.92,25541955,153507000,0.3,-13.63,-4030310,-0.07,0.07,1,7.87,5.68,6.82,-29.77,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.63 %,2021Q1_961864,,,,,,,,,,,,,
MCRB,2021Q1_961937,Seres Therapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,12014855000,-5.24,-17.27,$20.27,医疗保健,206,12.93,11855947,244114000,0.49,-13.72,-1885307,-0.12,0.12,1,28.92,17.66,23.07,-12.14,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.72 %,2021Q1_961937,,,,,,,,,,,,,
SSYS,2021Q1_961994,Stratasys Ltd,0,NAS,硬件,31120,-,计算机硬件,31120020,8713876000,-8.58,-0.19,$20.68,科技,311,15.98,10420260,269885000,0.54,-13.79,-1667401,-0.09,0.09,1,54.37,20.58,34.72,-40.44,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 13.79 %,2021Q1_961994,,,,,,,,,,,,,
NTLA,2021Q1_961883,Intellia Therapeutics Inc,0,NAS,生物科技,20610,-,生物科技,20610010,64548081000,84.7,153.86,$138.10,医疗保健,206,13.3,9611911,771404000,1.53,-14.12,-1579759,-0.23,0.23,1,83.68,46.59,67.14,105.69,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 14.12 %,2021Q1_961883,,,,,,,,,,,,,
TREE,2021Q1_961901,LendingTree Inc,2018,NAS,银行,10320,-,贷款金融,10320030,16177612000,-19.73,-31.29,$188.12,金融服务,103,12.95,1723091,367018000,0.73,-14.28,-287164,-0.21,0.21,1,353.34,204.68,285.69,-34.15,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 14.28 %,2021Q1_961901,,,,,,,,,,,,,
SYRS,2021Q1_961943,Syros Pharmaceuticals Inc,0,NAS,生物科技,20610,-,生物科技,20610010,1831748000,-29.65,-57.79,$4.58,医疗保健,206,12.47,7711724,57684000,0.11,-14.71,-1329597,-0.04,0.04,1,14.95,7.19,10.41,-56.0,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 14.71 %,2021Q1_961943,,,,,,,,,,,,,
NSTG,2021Q1_961913,NanoString Technologies Inc,0,NAS,医疗器械,20650,-,医疗器械和供给,20650020,16413015000,-24.24,-15.98,$56.19,医疗保健,206,7.33,3314947,217825000,0.43,-15.38,-602326,-0.11,0.11,1,82.96,57.38,70.39,-20.17,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 15.38 %,2021Q1_961913,,,,,,,,,,,,,
CGEN,2021Q1_961987,Compugen医疗,0,NAS,生物科技,20610,-,生物科技,20610010,3774612000,-23.26,-43.6,$6.83,医疗保健,206,17.24,14422362,123888000,0.25,-15.58,-2660944,-0.09,0.09,1,13.77,7.67,11.12,-38.58,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 15.58 %,2021Q1_961987,,,,,,,,,,,,,
VCYT,2021Q1_961959,Veracyte Inc,0,NAS,生物科技,20610,-,生物科技,20610010,15962967000,-34.84,-24.93,$36.74,医疗保健,206,11.33,7617287,409429000,0.81,-15.62,-1410540,-0.18,0.18,1,81.38,44.47,57.89,-36.53,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 15.62 %,2021Q1_961959,,,,,,,,,,,,,
PSNL,2021Q1_961928,Personalis Inc,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,5957447000,-10.18,-42.64,$21.00,医疗保健,206,12.99,5705827,140420000,0.28,-15.83,-1072796,-0.1,0.1,1,51.02,20.71,34.39,-38.94,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 15.83 %,2021Q1_961928,,,,,,,,,,,,,
ARCT,2021Q1_961856,Arcturus Therapeutics Holdings Inc,0,NAS,生物科技,20610,-,生物科技,20610010,4768269000,-29.1,-35.41,$28.02,医疗保健,206,12.66,3331889,137607000,0.27,-15.84,-627130,-0.07,0.07,1,86.92,38.75,59.83,-53.17,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 15.84 %,2021Q1_961856,,,,,,,,,,,,,
AQB,2021Q1_961855,AquaBounty Technologies Inc,0,NAS,农副加工食品,20525,-,农产品,20525020,2367767000,-12.84,-41.1,$5.16,非周期性消费,205,10.2,7247378,48557000,0.1,-16.12,-1393043,-0.03,0.03,1,12.2,6.09,8.62,-40.14,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 16.12 %,2021Q1_961855,,,,,,,,,,,,,
PSTG,2021Q1_962011,Pure Storage Inc,0,NYSE,硬件,31120,-,计算机硬件,31120020,33019875000,-16.53,-20.26,$18.03,科技,311,11.61,32887736,708402000,1.41,-20.1,-8273512,-0.5,0.5,1,28.9,19.37,23.87,-24.47,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 20.10 %,2021Q1_962011,,,,,,,,,,,,,
CRSP,2021Q1_961980,CRISPR Therapeutics AG,0,NAS,生物科技,20610,-,生物科技,20610010,66005198000,2.62,-16.99,$127.10,医疗保健,206,10.32,8290350,1010179000,2.01,-20.38,-2122626,-0.86,0.86,1,210.04,110.72,151.16,-15.92,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 20.38 %,2021Q1_961980,,,,,,,,,,,,,
CLLS,2021Q1_961863,Cellectis SA,0,NAS,生物科技,20610,-,生物科技,20610010,3809409000,-29.12,-49.45,$13.68,医疗保健,206,11.89,5117526,103425000,0.21,-23.38,-1561551,-0.11,0.11,1,33.25,18.19,24.77,-44.77,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 23.38 %,2021Q1_961863,,,,,,,,,,,,,
PACB,2021Q1_961925,Pacific Biosciences of California Inc,0,NAS,医疗诊断和研究,20660,-,诊断和研究,20660010,34605059000,-17.81,4.09,$27.00,医疗保健,206,10.74,21301191,709543000,1.41,-25.27,-7203438,-0.5,0.5,1,51.15,26.38,35.25,-23.4,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 25.27 %,2021Q1_961925,,,,,,,,,,,,,
IBKR,2021Q1_961884,盈透证券,2011,NAS,资本市场,10330,-,资本市场,10330010,37502459000,-16.55,5.17,$63.87,金融服务,103,0.0,3002,219000,0.0,-27.01,-1111,0.0,0.0,1,78.88,61.19,72.07,-11.38,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 27.01 %,2021Q1_961884,,,,,,,,,,,,,
MPNGY,2021Q1_962007,美团,0,OTCPK,零售,10280,-,网络零售,10280050,1475088505000,1.11,-0.56,$74.45,周期性消费,102,0.0,2055,161000,0.0,-33.28,-1025,0.0,0.0,1,116.42,72.92,91.57,-18.7,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 33.28 %,2021Q1_962007,,,,,,,,,,,,,
PYPL,2021Q1_961927,贝宝,0,NAS,信贷,10360,-,信贷服务,10360010,2252054720000,8.22,26.61,$296.51,金融服务,103,0.14,1679629,407881000,0.81,-35.02,-905060,-0.56,0.56,1,304.79,226.09,253.25,17.08,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 35.02 %,2021Q1_961927,,,,,,,,,,,,,
AAPL,2021Q1_961854,苹果,2012,NAS,硬件,31120,-,消费类电子产品,31120030,16020088127000,10.56,12.22,$148.48,科技,311,0.0,594039,72562000,0.14,-35.07,-320861,-0.11,0.11,1,143.16,116.36,128.47,15.58,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 35.07 %,2021Q1_961854,,,,,,,,,,,,,
NFLX,2021Q1_961917,奈飞,0,NAS,传媒,30820,-,娱乐,30820040,1556540628000,-1.14,0.41,$542.95,通信服务,308,0.03,133501,69642000,0.14,-35.32,-72917,-0.11,0.11,1,586.34,493.33,530.86,2.28,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 35.32 %,2021Q1_961917,,,,,,,,,,,,,
AMZN,2021Q1_961851,亚马逊,0,NAS,零售,10280,-,网络零售,10280050,11831859762000,7.46,11.49,$3631.20,周期性消费,102,0.0,13918,43063000,0.09,-38.15,-8586,-0.08,0.08,1,3380.0,2951.95,3171.97,14.48,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 38.15 %,2021Q1_961851,,,,,,,,,,,,,
PINS,2021Q1_961931,Pinterest Inc,0,NYSE,交互式媒体,30830,-,互联网和相关服务,30830010,288152365000,-17.06,6.27,$70.03,通信服务,308,0.49,3094949,229119000,0.46,-49.51,-3034831,-0.53,0.53,1,89.15,62.49,74.53,-6.04,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 49.51 %,2021Q1_961931,,,,,,,,,,,,,
FB,2021Q1_961871,Facebook Inc,0,NAS,交互式媒体,30830,-,互联网和相关服务,30830010,6314883120000,11.9,26.1,$344.46,通信服务,308,0.01,307029,90429000,0.18,-53.08,-347287,-0.25,0.25,1,294.53,245.64,269.28,27.92,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 53.08 %,2021Q1_961871,,,,,,,,,,,,,
